SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
NPH|nephronophthisis|C0687120|||C0687120|CHV;MTH;OMIM;SNOMEDCT|||1
NPH|neutral protamine Hagedorn||||||1|0.155|
NPH|neutral protamine hagedorn||1|1.000|||||
NPH|no previous history||||||||1
NPH|normal pressure hydrocephalus|C0020258|||C0020258|CHV|1|0.6626|
NPH|normal pressure hydrocephalus (nph)|C0020258|||C0020258|CHV|||
NPH|normal pressure hydrocephaly|C0020258|||C0020258|CHV|||
NPH|normal-pressure hydrocephalus|C0020258|||C0020258|CHV|||1
NPH|nph|C0020258|||C0020258|CHV|||
NPH|nucleus prepositus hypoglossi|C0152399|||C0152399|FMA|1|0.0699|
NPH|nucleus pulposus herniation||||||||1
NPH|patients with normal-pressure hydrocephalus||||||1|0.0486|
NPO|Fasting patient|C0419179|||C0419179|SNOMEDCT|||
NPO|NBM||||C0419179|SNOMEDCT|||
NPO|NBM - Nil by mouth|C0419179|||C0419179|SNOMEDCT|||
NPO|NON PROFIT ORGAN||||C0029247|MSH|||
NPO|NONPROFIT ORGAN||||C0029247|MSH|||
NPO|NPO|C0029247;C0419179|||C0029247;C0419179|NCI;SNOMEDCT|||
NPO|NPO - Nothing by mouth|C0419179|||C0419179|MTH;SNOMEDCT|||
NPO|Nil by mouth|C0419179|||C0419179|SNOMEDCT|||
NPO|Nil by mouth (procedure)||||C0419179|SNOMEDCT|||
NPO|Nil by mouth (regime/therapy)||||C0419179|SNOMEDCT|||
NPO|Nil per os|C0419179|||C0419179|SNOMEDCT|||
NPO|Non Profit Organizations|C0029247|||C0029247|MSH|||
NPO|Non-Profit Organization|C0029247|||C0029247|MSH|||
NPO|Non-Profit Organizations|C0029247|||C0029247|MSH|||
NPO|Non-profit|C0029247|||C0029247|NCI|||
NPO|Nonprofit|C0029247|||C0029247|NCI|||
NPO|Nonprofit Group|C0029247|||C0029247|NCI|||
NPO|Nonprofit Organization|C0029247|||C0029247|MSH;NCI|||
NPO|Nonprofit Organizations|C0029247|||C0029247|MSH;MTH|||
NPO|Not for Profit Organization|C0029247|||C0029247|NCI|||
NPO|Nothing by Mouth|C0419179|||C0419179|NCI|||
NPO|Nothing by mouth|C0419179|||C0419179|SNOMEDCT|||
NPO|Nothing by mouth (procedure)||||C0419179|SNOMEDCT|||
NPO|ORGAN NON PROFIT||||C0029247|MSH|||
NPO|ORGAN NONPROFIT||||C0029247|MSH|||
NPO|Organization, Non-Profit|C0029247|||C0029247|MSH|||
NPO|Organization, Nonprofit|C0029247|||C0029247|MSH|||
NPO|Organizations, Non Profit|C0029247|||C0029247|MSH|||
NPO|Organizations, Non-Profit|C0029247|||C0029247|MSH|||
NPO|Organizations, Nonprofit|C0029247|||C0029247|MSH|||
NPO|Starving the patient||||C0419179|SNOMEDCT|||
NPO|channel activity|C1153410|||||1|0.1098|
NPO|fasting patients|C0419179|||C0419179|CHV|||
NPO|neurogenic pulmonary edema|C0340098|||C0340098|CHV;SNOMEDCT|||
NPO|nil by mouth|C0419179|||C0419179|CHV|||
NPO|nil per os|C0419179|||C0419179|CHV;SNOMEDCT|||
NPO|nil peros|C0419179|||C0419179|NCI|||
NPO|non profit organizations|C0029247|||C0029247|CHV|||
NPO|non-profit organizations|C0029247|||C0029247|CHV|||
NPO|nonprofit|C0029247|||C0029247|AOD;CHV|||
NPO|nonprofit organization|C0029247|||C0029247|AOD|||
NPO|nonprofit organizations|C0029247|||C0029247|CHV|||
NPO|nonprofits|C0029247|||C0029247|CHV|||
NPO|nothing by mouth|C0419179|1|1.000|C0419179|CHV|||1
NPO|nucleus pontis oralis||||||1|0.122|
NPO|nucleus preopticus||||||1|0.3659|1
NPO|open probability||||||1|0.4024|
NPO|patients starving||||C0419179|CHV|||
NP|(drug) NP||1|0.002|||||
NP|1-nitropyrene|C0044508|||C0044508|MSH;NCI|1|0.0142|
NP|4-hydroxy-3-nitrophenyl acetyl|C0048309|||||1|0.0118|
NP|4-hydroxy-3-nitrophenylacetyl|C0048309|||||1|0.0053|
NP|4-nonylphenol|C0097405|||||1|0.0266|
NP|CAGH1|C1420834|||C1420834|OMIM|||
NP|CAGH1A|C1420834|||C1420834|HUGO|||
NP|CAS-INTERACTING ZINC FINGER PROTEIN||||C1420834|OMIM|||
NP|CIZ|C1420834|||C1420834|HUGO;OMIM|||
NP|CTF2P|C1824810|||C1824810|HUGO|||
NP|CTF2P gene|C1824810|||C1824810|HUGO;MTH|||
NP|EC 2.4.2.1||||C0034135|NCI|||
NP|Inosine Phosphorylase|C0034135|||C0034135|MSH;NDFRT|||
NP|Inosine phosphorylase|C0034135|||C0034135|SNOMEDCT|||
NP|NEPAL|C0027689|||C0027689|NCI|||
NP|NMP4|C1420834|||C1420834|HUGO;OMIM|||
NP|NP|C0028657|||C0027689;C0028657;C0034135;C0332124;C1417772;C1420834;C1824810|HUGO;NCI;OMIM;SNOMEDCT|||
NP|NP Gene|C1417772|||C1417772|NCI|||
NP|NPL|C0027689;C1150873;C1424540|||C0027689|NCI|||
NP|NUCLEAR MATRIX PROTEIN 4|C1420834|||C1420834|OMIM|||
NP|NUCLEOSIDE PHOSPHORYLASE|C0133234;C1417772|||C1417772|OMIM|||
NP|Nasal polyposis|C0027430|||||1|0.0207|
NP|Nepal|C0027689|||C0027689|AOD;LCH;MSH;MTH;NCI;SNOMEDCT|||
NP|Nepal (geographic location)||||C0027689|SNOMEDCT|||
NP|Niemann-Pick||||||||1
NP|No past history|C0332124|||C0332124|MTH|||
NP|No past history of||||C0332124|SNOMEDCT|||
NP|No past history of (contextual qualifier)||||C0332124|SNOMEDCT|||
NP|No past history of (contextual qualifier) (qualifier value)||||C0332124|SNOMEDCT|||
NP|Nucleoside Phosphorylase Gene|C1417772|||C1417772|NCI|||
NP|Nucleoside Phosphorylases, Purine|C0034135|||C0034135|MSH|||
NP|Nurse Practitioner|C0028657|||C0028657|MSH;NCI|||
NP|Nurse Practitioners|C0028657|||C0028657|MSH|||
NP|Nurse practitioner|C0028657|||C0028657|LNC;SNOMEDCT|||
NP|Nurse practitioner (occupation)||||C0028657|SNOMEDCT|||
NP|Nurse practitioners|C0028657|||C0028657|LCH|||
NP|PNP||||C0034135;C1417772|HUGO;NCI;OMIM|||
NP|PNP - Purine nucleoside phosphorylase|C0034135|||C0034135|SNOMEDCT|||
NP|PNP Human|C0034135|||C0034135|NCI|||
NP|PNP gene|C1417772|||C1417772|HUGO;MTH|||
NP|PUNP|C1417772|||C1417772|HUGO|||
NP|PURINE NUCLEOSIDE PHOSPHORYLASE|C0034135;C1417772|||C1417772|OMIM|||
NP|PURINE-NUCLEOSIDE:ORTHOPHOSPHATE RIBOSYLTRANSFERASE||||C1417772|OMIM|||
NP|Phosphorylase, Inosine|C0034135|||C0034135|MSH|||
NP|Phosphorylase, Purine-Nucleoside|C0034135;C1417772|||C0034135|MSH|||
NP|Phosphorylases, Purine Nucleoside|C0034135|||C0034135|MSH|||
NP|Practitioner, Nurse|C0028657|||C0028657|MSH|||
NP|Practitioners, Nurse|C0028657|||C0028657|MSH|||
NP|Purine Nucleoside Phosphorylase|C0034135;C1417772|||C0034135|MSH;NCI|||
NP|Purine Nucleoside Phosphorylases|C0034135|||C0034135|MSH;NDFRT|||
NP|Purine nucleoside phosphorylase|C0034135;C1417772|||C0034135|LNC;SNOMEDCT|||
NP|Purine-Nucleoside Phosphorylase|C0034135;C1417772|||C0034135|MSH;MTH;NDFRT|||
NP|Purine-Nucleoside Phosphorylase [Chemical/Ingredient]||||C0034135|NDFRT|||
NP|Purine-nucleoside phosphorylase|C0034135;C1417772|||C0034135|SNOMEDCT|||
NP|Purine-nucleoside phosphorylase (substance)||||C0034135|SNOMEDCT|||
NP|Purine-nucleoside:orthophosphate ribosyltransferase||||C0034135|MSH;NDFRT|||
NP|ZINC FINGER PROTEIN 384|C1420834|||C1420834|OMIM|||
NP|ZNF384|C1420834|||C1420834|HUGO;OMIM|||
NP|ZNF384 gene|C1420834|||C1420834|HUGO;MTH|||
NP|alcohol nonpreferring||||||1|0.0041|
NP|anti-(4-hydroxy-3-nitrophenyl)acetyl||||||1|0.0112|
NP|cardiotrophin 2, pseudogene|C1824810|||C1824810|HUGO|||
NP|hapten (4-hydroxy-3-nitrophenyl)acetyl||||||1|0.0106|
NP|influenza virus nucleoprotein||||||1|0.0266|
NP|inosine phosphorylase|C0034135|||C0034135|CSP|||
NP|metabolite norpropoxyphene||||||1|0.003|
NP|nanoparticle|C1450054|||C1450054|MSH;NCI|||
NP|nanoparticles|C1450054|||||1|0.0337|
NP|nasal polyp|C0027430|||C0027430|CHV;COSTAR;CST;MSH;NCI;SNOMEDCT|||1
NP|nasal polyps|C0027430|||||1|0.0236|
NP|nasal prong|C0445087|||C0445087|CHV|||
NP|nasal prongs|C0445087|||||||1
NP|nasopharyngeal|C0027442|1|0.106|C0027442|CHV;HL7V2.5;SNOMEDCT|1|0.0473|1
NP|nasopharynx|C0027442;C1268975|1|0.004|||1|0.01|1
NP|natriuretic peptide|C1144709;C2709270|1|0.002|C1144709;C2709270|CHV;LNC;MTH;NDFRT|1|0.0437|1
NP|near point|C0429572|||||||1
NP|neck pressure||||||1|0.0095|
NP|necrotizing pancreatitis|C0267941|||C0267941|CHV;CST;SNOMEDCT|1|0.0089|1
NP|negative priming||||||1|0.0136|
NP|neonatal-perinatal||||||||1
NP|neopterin|C0068527;C0202143|||C0068527;C0202143|CHV;LNC;MSH;NCI;NDFRT;SNOMEDCT|1|0.0106|
NP|nepal|C0027689|||C0027689|CHV|||
NP|nepals||||C0027689|CHV|||
NP|neper|C1553004|||||||1
NP|nephrographic phase||||||||1
NP|neptunium|C0027734|||||||1
NP|nerve palsy|C0262576|||||||1
NP|neuritic plaque|C0333463|||C0333463|CHV;CSP;MSH|1|0.0065|1
NP|neuropathic pain|C0027796|||||1|0.0065|1
NP|neuropathology|C0876934;C1540677;C1555824|||||||1
NP|neuropeptide|C0027895|||C0027895|CHV;CSP;MSH;NCI;NDFRT|||1
NP|neurophysin|C0027900|||C0027900|CSP;FMA;LNC;SNOMEDCT;UWDA|1|0.0236|1
NP|neuropoietin|C1824810|||C1824810|HUGO|||
NP|neuropsychiatric||||||1|0.0189|1
NP|neuropsychiatry|C0870956|||||||1
NP|neuropsychological||||||1|0.0573|
NP|neutrogenic precautions||||||||1
NP|new patient||||||||1
NP|newly presented||||||||1
NP|nifedipine|C0028066|||C0028066|AOD;CHV;CSP;LCH;LNC;MSH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.0059|
NP|nitrogen-phosphorus||||||||1
NP|nitrophenol|C0028187|||||||1
NP|nitroprusside|C0028193|||C0028193|AOD;CHV;CSP;LNC;MSH;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG|||
NP|nitrosopiperidine|C0068235|||C0068235|MSH|||
NP|no pain|C0234225|||||||1
NP|no past history of||||C0332124|CHV|||
NP|no phone||||||||1
NP|no progress||||||||1
NP|no progression||||||||1
NP|nodular paragranuloma||||||||1
NP|non-pregnant||||||1|0.0148|
NP|nonpalpable||||||||1
NP|nonpathologic||||||||1
NP|nonpaying||||||||1
NP|nonphagocytic||||||||1
NP|nonpracticing||||||||1
NP|nonpregnant||||||1|0.0337|
NP|nonproducer||||||||1
NP|nonylphenol|C0068946|||C0068946|CHV;MSH|1|0.0797|
NP|normal|C0205307;C0439166;C2347086|||||1|0.0077|
NP|normal plasma|C0440742|||C0440742|CHV;SNOMEDCT|1|0.0047|1
NP|normal pregnancy|C0232989|||||1|0.0065|
NP|normal pregnant||||||1|0.0053|
NP|normal pregnant women||||||1|0.0035|
NP|normal pressure||||||||1
NP|normal prostate||||||1|0.0047|
NP|normal protein|C0860902|||C0860902|CHV|||
NP|normal-phase||||||1|0.0142|
NP|norpropoxyphene|C0069020|||C0069020|CHV;LNC;MSH;SNOMEDCT|||
NP|nosocomial pneumonia|C0949083|||C0949083|CHV;SNOMEDCT|1|0.0307|1
NP|not palpable||||||||1
NP|not perceptible||||||||1
NP|not performed||||||||1
NP|not practiced||||||||1
NP|not pregnant|C0232973;C2826362|||||||1
NP|not present||||||||1
NP|not protected||||||||1
NP|not provided||||||||1
NP|noun phrase||||||1|0.0077|
NP|nuclear pharmacy|C1556041|||||||1
NP|nuclear protein|C0028589;C0949374|||C0028589;C0949374|CHV;CSP;MSH;MTH;NCI|||
NP|nucleocapsid|C0178774;C1167518|||C0178774;C1167518|CSP;GO;MSH;MTH|1|0.023|
NP|nucleocapsid protein|C0524816|||C0524816|MSH;NCI;NDFRT|1|0.0478|
NP|nucleoplasmic||||||||1
NP|nucleoprotein|C0028612|||C0028612|CHV;CSP;MSH;NDFRT;SNOMEDCT|||1
NP|nucleoproteins|C0028612|||||1|0.0071|
NP|nucleoside phosphorylase|C0133234;C1417772|||C0133234;C1417772|CSP;MSH;MTH;OMIM|1|0.0195|1
NP|nucleotide pair||||||1|0.0112|1
NP|nucleotide position||||||1|0.0224|
NP|nucleus pulposus|C1185714|||C1185714|CHV;FMA;UWDA|1|0.0337|
NP|nurse practitioner|C0028657|1|0.876|C0028657;C1549435;C1549986;C1618092|AOD;CHV;CSP;HL7V2.5;HL7V3.0;LNC;MSH;MTH;NCI;SNOMEDCT|1|0.0898|
NP|nurse practitioners|C0028657|||C0028657|CHV|||
NP|nursed poorly||||||||1
NP|nursing practice||||||||1
NP|nursing procedure|C0204636|||||||1
NP|p-nonylphenol||||||1|0.0171|
NP|patients|C0030705|||||1|0.0059|
NP|proper name||||||||1
NP|purine nucleoside phosphorylase|C0034135;C1417772|||C0034135;C1417772|CHV;CSP;HUGO|||
NP|purine nucleoside phosphorylases|C0034135|||C0034135|AOD|||
NP|sodium nitroprusside|C0037533|||||1|0.0555|
NP|zinc finger protein 384|C1420834|||C1420834|HUGO|||
NSAID|AIANS||||C0003211|MSH|||
NSAID|ANTI INFLAMM AGENTS NONSTEROIDAL||||C0003211|MSH|||
NSAID|ANTIINFLAMM AGENTS NON STEROIDAL||||C0003211|MSH|||
NSAID|ANTIINFLAMMATORY AGENTS NONSTEROIDAL||||C0003211|MSH|||
NSAID|Agents, Non-Steroidal Anti-Inflammatory|C0003211|||C0003211|MSH|||
NSAID|Agents, Nonsteroidal Anti-Inflammatory|C0003211|||C0003211|MSH|||
NSAID|Agents, Nonsteroidal Antiinflammatory|C0003211|||C0003211|MSH|||
NSAID|Anti Inflammatory Agents, Non Steroidal|C0003211|||C0003211|MSH|||
NSAID|Anti Inflammatory Agents, Nonsteroidal|C0003211|||C0003211|MSH|||
NSAID|Anti-Inflammatory Agents, Non-Steroidal|C0003211|||C0003211|MSH|||
NSAID|Anti-Inflammatory Agents, Nonsteroidal|C0003211|||C0003211|MSH|||
NSAID|Antiinflammatory Agents, Non Steroidal|C0003211|||C0003211|MSH|||
NSAID|Antiinflammatory Agents, Nonsteroidal|C0003211|||C0003211|MSH|||
NSAID|NON STEROIDAL ANTI INFLAMM AGENTS||||C0003211|MSH|||
NSAID|NONSTEROIDAL ANTIINFLAMMATORY AGENTS|C0003211|||C0003211|MSH|||
NSAID|NSAIA||||C0003211|MSH|||
NSAID|NSAID|C0003211|||C0003211|AOD;MSH;NCI;NDFRT;SNOMEDCT|||
NSAID|NSAID - Non-steroidal anti-inflammatory drug|C0003211|||C0003211|SNOMEDCT|||
NSAID|NSAIDS|C0003211|||C0003211|CSP|||
NSAID|NSAIDs|C0003211|||C0003211|MSH;NCI|||
NSAID|Non Steroidal Anti Inflammatory Agents|C0003211|||C0003211|MSH|||
NSAID|Non-Steroidal Anti-Inflammatory Agents|C0003211|||C0003211|MSH|||
NSAID|Non-steroidal Anti-inflammatory Agent|C0003211|||C0003211|NDFRT|||
NSAID|Non-steroidal Anti-inflammatory Drug|C0003211|||C0003211|NDFRT|||
NSAID|Non-steroidal Antiinflammatory Agent|C0003211|||C0003211|NDFRT|||
NSAID|Non-steroidal Antiinflammatory Drug|C0003211|||C0003211|NDFRT|||
NSAID|Non-steroidal anti-inflammatory agent|C0003211|||C0003211|SNOMEDCT|||
NSAID|Non-steroidal anti-inflammatory agent (product)||||C0003211|SNOMEDCT|||
NSAID|Non-steroidal anti-inflammatory agent (substance)||||C0003211|SNOMEDCT|||
NSAID|Non-steroidal anti-inflammatory agent, NOS|C0003211|||C0003211|SNOMEDCT|||
NSAID|Non-steroidal anti-inflammatory drug|C0003211|||C0003211|SNOMEDCT|||
NSAID|Non-steroidal anti-inflammatory drug (substance)||||C0003211|SNOMEDCT|||
NSAID|Non-steroidal anti-inflammatory product||||C0003211|SNOMEDCT|||
NSAID|Non-steroidal anti-inflammatory product (substance)||||C0003211|SNOMEDCT|||
NSAID|Nonsteroidal Anti Inflammatory Agents|C0003211|||C0003211|MSH|||
NSAID|Nonsteroidal Anti-Inflammatory Agents|C0003211|||C0003211|MSH|||
NSAID|Nonsteroidal Anti-inflammatory Agent|C0003211|||C0003211|NDFRT|||
NSAID|Nonsteroidal Anti-inflammatory Drug|C0003211|||C0003211|NDFRT|||
NSAID|Nonsteroidal Anti-inflammatory Drug [EPC]|C0003211|||C0003211|NDFRT|||
NSAID|Nonsteroidal Anti-inflammatory Drugs|C0003211|||C0003211|USPMG|||
NSAID|Nonsteroidal Antiinflammatory Agent|C0003211|||C0003211|NDFRT|||
NSAID|Nonsteroidal Antiinflammatory Agents|C0003211|||C0003211|MSH|||
NSAID|Nonsteroidal Antiinflammatory Drug|C0003211|||C0003211|NCI;NDFRT|||
NSAID|non-steroidal anti-inflammatory||||||1|0.0059|
NSAID|non-steroidal anti-inflammatory agent|C0003211|||||1|0.0119|
NSAID|non-steroidal anti-inflammatory drug|C0003211|||||1|0.3375|
NSAID|non-steroidal antiinflammatory drugs||||||1|0.025|
NSAID|nonsteroidal anti-inflammatory drug|C0003211|||C0003211|NCI|1|0.3711|
NSAID|nonsteroidal anti-inflammatory drugs|C0003211|||C0003211|AOD|||
NSAID|nonsteroidal anti-inflammatory drugs (NSAIDs)|C0003211|||C0003211|CHV|||
NSAID|nonsteroidal antiinflammatory agent|C0003211|||C0003211|CSP|||
NSAID|nonsteroidal antiinflammatory drug|C0003211|1|1.000|C0003211|NCI;NDFRT|||1
NSAID|nonsteroidal antiinflammatory drugs|C0003211|||||1|0.2485|
NSAID|nsaid|C0003211|||C0003211|CHV|||
NSAID|nsaids|C0003211|||C0003211|CHV|||
NST|Nonsense Syllable Test||||||||1
NST|Nutrition Support Team||||||1|0.027|
NST|neospinothalamic||||||||1
NST|neostigmine test||||||||1
NST|nerve sheath tumor|C0206727|||C0206727|CHV;NCI;SNOMEDCT|||
NST|nerve stimulation therapy||||||||1
NST|neurostructural integration technique||||||||1
NST|no specific type||||||||1
NST|nocistatin|C0672514;C1418716|||C0672514;C1418716|HUGO;MSH;MTH|1|0.0202|
NST|non-shivering thermogenesis||||||1|0.0427|
NST|non-stress test|C1314734|||||1|0.0831|
NST|nondirective supportive therapy||||||1|0.0135|
NST|nonmyeloablative stem cell transplant||||||||1
NST|nonshivering thermogenesis||||||1|0.1596|1
NST|nonstress test|C1314734|1|0.996|C1314734|CHV;SNOMEDCT|1|0.1978|1
NST|nonstress testing|C1314734|||C1314734|CHV|1|0.0202|
NST|normal sphincter tone||||||||1
NST|not sooner than||||||||1
NST|nucleus of the solitary tract|C0175518|||C0175518|MSH;NCI|1|0.3191|
NST|nutritional status type||||||||1
NST|nutritional support technologist||1|0.002|||||
NST|stem cell transplantation|C1504389|||||1|0.1169|
NSVD|NSVD|C2986704|||C2986704|NCI|||
NSVD|Normal Delivery|C0269694;C1384485;C2986704|||C2986704|NCI|||
NSVD|Normal Spontaneous Vaginal Delivery|C2986704|||C2986704|NCI|||
NSVD|nonstructural valve deterioration||||||||1
NSVD|normal spontaneous vaginal delivery|C2986704|1|1.000|C2986704|NCI|||1
NTD|Defect, Neural Tube|C0027794|||C0027794|MSH|||
NTD|Defects, Neural Tube|C0027794|||C0027794|MSH|||
NTD|Developmental Defects, Neural Tube|C0027794|||C0027794|MSH;NDFRT|||
NTD|Developmental Neural Tube Defects|C0027794|||C0027794|MSH;NDFRT|||
NTD|N-terminal domain||||||1|0.1069|
NTD|NEURAL TUBE DEFECTS|C0027794|||C0027794|OMIM|||
NTD|NTD|C0027794|||C0027794|NCI;OMIM|||
NTD|NTD - Neural tube defect|C0027794|||C0027794|SNOMEDCT|||
NTD|NTD Laboratories, Inc||1|0.988|||||
NTD|Neural Tube Defect|C0027794|||C0027794|MSH;NCI|||
NTD|Neural Tube Defects|C0027794|||C0027794|MEDLINEPLUS;MSH;MTH;NDFRT|||
NTD|Neural Tube Defects [Disease/Finding]||||C0027794|NDFRT|||
NTD|Neural Tube Developmental Defects|C0027794|||C0027794|MSH;NDFRT|||
NTD|Neural tube defect|C0027794|||C0027794|LNC;SNOMEDCT|||
NTD|Neural tube defect (disorder)||||C0027794|SNOMEDCT|||
NTD|Normalized Total Dose||||||1|0.0285|
NTD|Spinal Dysraphism|C0027794;C0080178|||C0027794|NCI|||
NTD|defect neural tube|C0027794|||C0027794|CHV|||
NTD|defects neural tube|C0027794|||C0027794|CHV|||
NTD|negative to date||1|0.010|||||1
NTD|neural tube defect|C0027794|1|0.002|C0027794|CHV;CSP;LNC;MSH;NCI;SNOMEDCT|||1
NTD|neural tube defects|C0027794|||C0027794|CHV|1|0.8646|
NTD|nitrendipine|C0028127|||C0028127|AOD;CHV;CSP;LCH;MSH;NCI;NDFRT;RXNORM;SNOMEDCT|||
NTD|nitroblue tetrazolium dye||||||||1
NTD|noise tone difference||||||||1
NTD|tube neural defects|C0027794|||C0027794|CHV|||
OB|CAD11|C1413269|||C1413269|HUGO|||
OB|CADHERIN 11|C0297505;C1413269|||C1413269|OMIM|||
OB|CADHERIN, OSTEOBLAST|C0297505;C1413269|||C1413269|OMIM|||
OB|CDH11|C1413269|||C1413269|HUGO;OMIM|||
OB|CDH11 gene|C1413269|||C1413269|HUGO;MTH|||
OB|CDHOB|C1413269|||C1413269|OMIM|||
OB|Discipline of obstetrics|C0028773|||C0028773|MTH|||
OB|FLJ94114|C2986870|||C2986870|NCI|||
OB|LEP||||C1416825|HUGO;NCI;OMIM|||
OB|LEP Gene|C1416825|||C1416825|NCI|||
OB|LEP gene|C1416825|||C1416825|HUGO;MTH|||
OB|LEP wt Allele|C2986870|||C2986870|MTH;NCI|||
OB|LEPTIN|C0299583;C1295176;C1416825|||C1416825|OMIM|||
OB|Leptin (Murine Obesity Homolog) Gene||||C1416825|NCI|||
OB|Leptin (Murine Obesity Homolog) wt Allele||||C2986870|NCI|||
OB|Maternity care|C0028773;C0374764|||C0028773|SNOMEDCT|||
OB|OB|C0028773;C1413269;C1416825;C2986870|||C0028773;C1413269;C1416825;C2986870|HUGO;LNC;NCI;OMIM|||
OB|OB-CADHERIN|C0297505;C1413269|||C1413269|OMIM|||
OB|OB-Cadherin|C0297505;C1413269|||C1413269|HUGO|||
OB|OBESE, MOUSE, HOMOLOG OF||||C1416825|OMIM|||
OB|OBESITY, MORBID, WITH HYPOGONADISM||||C1416825|OMIM|||
OB|OBESITY, SEVERE, DUE TO LEPTIN DEFICIENCY||||C1416825|OMIM|||
OB|OBS|C2986870|||C2986870|NCI|||
OB|Obese, Mouse, Homolog of Gene||||C2986870|NCI|||
OB|Obstetrical|C0028773;C0205484|||C0028773|NCI|||
OB|Obstetrics|C0028773|||C0028773|LCH;LNC;MSH;NCI;SNOMEDCT|||
OB|Obstetrics (qualifier value)||||C0028773|SNOMEDCT|||
OB|Olfactory bulbectomy||||||1|0.0123|
OB|Oligoclonal bands|C0069426|||||1|0.0283|
OB|Otilonium bromide|C0134250|||||1|0.0098|
OB|cadherin 11, type 2, OB-cadherin (osteoblast)||||C1413269|HUGO|||
OB|estradiol benzoate|C0167626|||C0167626|CHV;LCH;MSH;NCI;SNOMEDCT|||
OB|field of maternity care|C0028773|||C0028773|CHV|||
OB|leptin|C0299583;C1295176;C1416825|||C1416825|HUGO|1|0.0332|
OB|obese|C0028754|||C0028754|CHV;DXP;SNOMEDCT|||1
OB|obese gene||||||1|0.0209|
OB|obesity|C0028754;C1963185|||C0028754;C1963185|AOD;CCS;CHV;COSTAR;CSP;CST;DXP;LCH;MEDLINEPLUS;MSH;MTH;NCI;NDFRT;OMIM;PDQ;QMR;SNOMEDCT|||1
OB|objective benefit||||||||1
OB|obliterative bronchiolitis|C0006272|||C0006272|CHV;DXP;SNOMEDCT|1|0.1597|1
OB|obstetric|C0205484|1|1.000|C0205484|LNC|||1
OB|obstetrician|C0334897|||C0334897|CHV;MTH;SNOMEDCT|||
OB|obstetrics|C0028773|||C0028773;C0334897;C0700061;C1549402|CHV;CSP;HL7V2.5;HL7V3.0;LCH;LNC;MSH;NCI;SNOMEDCT|||1
OB|occlusion bodies||||||1|0.0098|
OB|occult bacteremia||||||||1
OB|occult bleeding|C0333282|||C0333282|CHV;SNOMEDCT|||1
OB|occult blood|C0028792;C2698644|||C0028792;C2698644|CHV;MSH;MTHICD9;NCI|||1
OB|oestradiol benzoate|C0167626|||||1|0.0811|
OB|olfactory bulb|C0028936;C1281094|||C0028936;C1281094|AOD;CHV;CSP;FMA;MSH;NCI;SNOMEDCT|1|0.4484|1
OB|olfactory bulbectomized||||||1|0.027|
OB|oligoclonal IgG bands||||||1|0.0111|
OB|oligoclonal band|C0069426|||C0069426|CHV;SNOMEDCT|||1
OB|open biopsy|C0184922|||||||1
OB|osteoblast|C0029418|||C0029418|AOD;CHV;CSP;FMA;MSH;NCI;SNOMEDCT;UWDA|||1
OB|osteoblast-enriched||||||1|0.0209|
OB|osteoblast-like||||||1|0.016|
OB|osteoblastic||||||1|0.0147|
OB|osteoblastoma|C0029417|||||||1
OB|osteoblasts|C0029418|||||1|0.0713|
OB|otilonium bromide|C0134250|||C0134250|CHV;MSH;NCI;RXNORM|||
OB|oxidative burst|C0085416|||C0085416|CHV;GO;MSH;NCI|1|0.0246|
OB|product of the obesity||||||1|0.0111|
OCD|Anancastic neurosis|C0028768|||C0028768|MTHICD9;SNOMEDCT|||
OCD|Anankastic Personalities|C0028768|||C0028768|MSH|||
OCD|Anankastic Personality|C0009595;C0028768|||C0028768|MSH;NDFRT|||
OCD|Anankastic neurosis|C0028768|||C0028768|SNOMEDCT|||
OCD|Disorder, Obsessive-Compulsive|C0028768|||C0028768|MSH|||
OCD|Disorders, Obsessive-Compulsive|C0028768|||C0028768|MSH|||
OCD|Dissecans, Osteochondritis|C0029421|||C0029421|MSH|||
OCD|Idiopathic avascular necrosis|C0029421|||C0029421|SNOMEDCT|||
OCD|NEUROSIS, OBSESSIVE COMPULSIVE|C0028768|||C0028768|DXP|||
OCD|Neuroses, Obsessive-Compulsive|C0028768|||C0028768|MSH|||
OCD|Neurosis, Obsessive Compulsive|C0028768|||C0028768|MSH|||
OCD|Neurosis, Obsessive-Compulsive|C0028768|||C0028768|MSH;NDFRT|||
OCD|OBSESSIVE COMPULSIVE DIS||||C0028768|MSH|||
OCD|OBSESSIVE COMPULSIVE DISORDER|C0028768|||C0028768|COSTAR|||
OCD|OBSESSIVE COMPULSIVE NEUROSIS|C0028768|||C0028768|RAM|||
OCD|OBSESSIVE-COMPULSIVE DISORDER|C0028768|||C0028768|OMIM|||
OCD|OBSESSIVE-COMPULSIVE NEUROSIS|C0028768|||C0028768|DXP;QMR|||
OCD|OBSESSIVE-COMPULSIVE REACTION|C0028768|||C0028768|CST|||
OCD|OCC||||C0029421|SNOMEDCT|||
OCD|OCD|C0028768;C0029421|||C0028768;C0029421|CHV;CSP;MEDLINEPLUS;NCI;OMIM;SNOMEDCT|||
